question_id,question_text,options_json,correct_option,lesson,topic,subtopic,difficulty_label,question_type,question_origin,origin_detail,derivation_ref,quality_state,active,created_at,updated_at,image_url,has_figure,figure_type,figure_policy,figure_path,has_figure_ai,figure_type_ai,figure_confidence,has_figure_final
q_jit_20251205184945_2,Üç basamaklı 5A2 sayısı hem 2 ile hem de 3 ile tam bölünebilmektedir. Buna göre A yerine yazılabilecek rakamların toplamı kaçtır?,"{""A"": ""7"", ""B"": ""10"", ""C"": ""13"", ""D"": ""15""}",D,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T18:49:45.874512,,,,,,,,,,""
q_jit_20251205184947_3,"Metinde belirtilen 'Sadece sayının ilk basamağına bakarak bölünebilirliği değerlendirmek' hatasını yapan bir öğrenci, aşağıdaki sayılardan hangisinin 2 ile tam bölündüğünü yanlışlıkla düşünür?","{""A"": ""213"", ""B"": ""426"", ""C"": ""608"", ""D"": ""810""}",A,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T18:49:47.403662,,,,,,,,,,""
q_jit_20251205184948_4,"Rakamları farklı, üç basamaklı en büyük çift sayı ile rakamları farklı, üç basamaklı en küçük 3'ün katı olan sayının farkı kaçtır?","{""A"": ""876"", ""B"": ""880"", ""C"": ""884"", ""D"": ""890""}",C,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",5,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T18:49:48.429403,,,,,,,,,,""
q_jit_20251205190316_0,"Üç basamaklı bir doğal sayı olan 5AB sayısının hem 2 ile hem de 3 ile tam bölünebildiği bilinmektedir. Buna göre, A + B toplamının alabileceği en büyük değer kaçtır?","{""A"": ""12"", ""B"": ""14"", ""C"": ""16"", ""D"": ""18""}",C,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",3,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T19:03:16.877681,,,,,,,,,,""
q_jit_20251205190318_1,"Aşağıdaki sayılardan hangisi 2 ile bölündüğünde kalan 1, 3 ile bölündüğünde ise kalan 0 olur?","{""A"": ""34"", ""B"": ""57"", ""C"": ""68"", ""D"": ""73""}",B,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",2,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T19:03:18.349367,,,,,,,,,,""
q_jit_20251205190319_2,"Bir öğrenci, 876 sayısının 3 ile tam bölünüp bölünmediğini kontrol etmek istiyor. Verilen konu özetindeki bilgilere göre, öğrencinin bu kontrolü doğru bir şekilde yapabilmesi için aşağıdaki adımlardan hangisini uygulaması gerekir?","{""A"": ""Sayının birler basamağına bakarak çift olup olmadığını kontrol etmelidir."", ""B"": ""Sayının rakamlarını toplayıp, elde ettiği toplamın 3'ün katı olup olmadığını kontrol etmelidir."", ""C"": ""Sayının son iki basamağının 3'e bölünüp bölünmediğini kontrol etmelidir."", ""D"": ""Sayının ilk basamağına bakarak 3'ün katı olup olmadığını kontrol etmelidir.""}",B,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",1,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T19:03:19.398568,,,,,,,,,,""
q_jit_20251205190320_3,"Bir öğretmen, öğrencilerden dört basamaklı bir sayı yazmalarını istiyor. Yazılacak sayının hem 2 ile tam bölünebilmesi hem de rakamları toplamının 3'ün katı olması gerekmektedir. Eğer sayının ilk iki basamağı 1 ve 2 ise (yani sayı 12_ _ şeklinde ise), bu koşulları sağlayan kaç farklı sayı yazılabilir?","{""A"": ""15"", ""B"": ""16"", ""C"": ""17"", ""D"": ""18""}",C,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T19:03:20.908567,,,,,,,,,,""
q_jit_20251205190321_4,"Zeynep, 315 sayısının 2 ile bölünebilirliğini kontrol ederken, 'Sayının ilk basamağı 3 olduğu için bu sayı 2 ile tam bölünmez.' şeklinde bir yorum yapmıştır. Zeynep'in bu yorumu, verilen konu özetindeki hangi hata türüne örnek teşkil etmektedir?","{""A"": ""Rakamlar toplamını yanlış hesaplama."", ""B"": ""Sadece sayının ilk basamağına bakarak bölünebilirliği değerlendirme."", ""C"": ""Tek sayıları 2 ile bölünebilir sanma."", ""D"": ""Sadece son basamağa bakarak 3 ile bölünebilirliği değerlendirme.""}",B,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",3,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T19:03:21.904267,,,,,,,,,,""
q_jit_20251205214113_0,"Metinde verilen bilgilere göre, aşağıdaki sayılardan hangisi hem 2 ile hem de 3 ile tam bölünebilir?","{""A"": ""125"", ""B"": ""234"", ""C"": ""341"", ""D"": ""451""}",B,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",2,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T21:41:13.395985,,,,,,,,,,""
q_jit_20251205214115_1,"Dört basamaklı 5A2B sayısı hem 2 ile tam bölünebilen hem de 3 ile bölümünden kalan 1 olan bir sayıdır. Buna göre, A+B toplamının alabileceği en küçük değer kaçtır?","{""A"": ""0"", ""B"": ""1"", ""C"": ""2"", ""D"": ""3""}",A,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",3,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T21:41:15.012723,,,,,,,,,,""
q_jit_20251205214116_2,Metinde belirtilen hatalardan biri 'Sadece sayının ilk basamağına bakarak bölünebilirliği değerlendirmek.' şeklindedir. Aşağıdaki öğrencilerden hangisi bu hatayı yapmıştır?,"{""A"": ""Ayşe, 456 sayısının 2 ile bölünebildiğini çünkü birler basamağının çift olduğunu söylemiştir."", ""B"": ""Burak, 723 sayısının 3 ile bölünebildiğini çünkü rakamları toplamının (7+2+3=12) 3'ün katı olduğunu söylemiştir."", ""C"": ""Cem, 815 sayısının 2 ile bölünebildiğini çünkü ilk basamağının çift olduğunu söylemiştir."", ""D"": ""Deniz, 903 sayısının 3 ile bölünebildiğini çünkü rakamları toplamının (9+0+3=12) 3'ün katı olduğunu söylemiştir.""}",C,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",3,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T21:41:16.574199,,,,,,,,,,""
q_jit_20251205214118_3,"Bir öğretmen, öğrencilerine aşağıdaki kartları dağıtmıştır:
Kart 1: ""Bir sayının 2 ile bölümünden kalan 1'dir.""
Kart 2: ""Bir sayının 3 ile bölümünden kalan 0'dır.""
Öğrencilerden bu iki karttaki özelliği sağlayan 3 basamaklı en küçük doğal sayıyı bulmalarını istemiştir. Buna göre, doğru cevap aşağıdakilerden hangisidir?","{""A"": ""101"", ""B"": ""103"", ""C"": ""105"", ""D"": ""107""}",C,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T21:41:18.109460,,,,,,,,,,""
q_jit_20251205214119_4,"Elif, aklında üç basamaklı bir sayı tutmuştur. Bu sayı ile ilgili aşağıdaki bilgiler verilmiştir:
I. Sayı 2 ile tam bölünememektedir.
II. Sayının rakamları toplamı 3'ün katıdır.
III. Sayının birler basamağı 5'tir.
Buna göre, Elif'in aklında tuttuğu sayı aşağıdakilerden hangisi olabilir?","{""A"": ""135"", ""B"": ""245"", ""C"": ""325"", ""D"": ""415""}",A,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T21:41:19.131112,,,,,,,,,,""
q_jit_20251205215146_0,"Bir sayının 2 ile tam bölünebilmesi için birler basamağının çift rakam olması, 3 ile tam bölünebilmesi için ise basamaklarındaki rakamların toplamının 3'ün katı olması gerekmektedir. Buna göre, aşağıdaki sayılardan hangisi 2 ile tam bölünürken, 3 ile tam bölünemez?","{""A"": ""12"", ""B"": ""24"", ""C"": ""34"", ""D"": ""45""}",C,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",2,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T21:51:46.412966,,,,,,,,,,""
q_jit_20251205215148_1,Üç basamaklı 5AB sayısı hem 2 ile hem de 3 ile tam bölünebilen bir sayıdır. Buna göre A+B toplamının alabileceği en büyük değer kaçtır?,"{""A"": ""12"", ""B"": ""14"", ""C"": ""16"", ""D"": ""18""}",C,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",3,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T21:51:48.006465,,,,,,,,,,""
q_jit_20251205215149_2,"Bir öğrenci, bir sayının 2 ile tam bölünebilmesi için 'sadece sayının ilk basamağının çift olması yeterlidir' şeklinde yanlış bir kural geliştirmiştir. Bu öğrencinin kuralına göre aşağıdaki sayılardan hangisi 2 ile tam bölünürken, aslında 2 ile tam bölünmez?","{""A"": ""12"", ""B"": ""245"", ""C"": ""36"", ""D"": ""40""}",B,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T21:51:49.511583,,,,,,,,,,""
q_jit_20251205215151_3,"Bir sayının 2 ile bölümünden kalan 1 ise birler basamağı tek, 3 ile bölümünden kalan 0 ise rakamlar toplamı 3'ün katı olmalıdır. Buna göre, aşağıdaki sayılardan hangisi 2 ile tam bölünemezken, 3 ile tam bölünebilir?","{""A"": ""48"", ""B"": ""51"", ""C"": ""64"", ""D"": ""70""}",B,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",3,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T21:51:51.063801,,,,,,,,,,""
q_jit_20251205215152_4,Bir kutuda 10'dan 50'ye kadar (10 ve 50 dahil) numaralandırılmış toplar bulunmaktadır. Bu toplardan hem 2 ile tam bölünen hem de rakamları toplamı 3'ün katı olanlar seçilecektir. Buna göre kaç top seçilir?,"{""A"": ""6"", ""B"": ""7"", ""C"": ""8"", ""D"": ""9""}",B,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",5,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T21:51:52.608407,,,,,,,,,,""
q_jit_20251205220511_0,Aşağıdaki sayılardan hangisi 2 ile tam bölünemez?,"{""A"": ""148"", ""B"": ""203"", ""C"": ""560"", ""D"": ""1002""}",B,Matematik,"Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",2,mcq,ai_generated_jit,JIT Fallback,,,True,2025-12-05T22:05:11.208745,,,,,,,,,,""
